CustomerKey,Customer Code,Title,Name,Birth Date,Marital Status,Gender,Yearly Income,Total Children,Children At Home,Education,Occupation,House Ownership,Cars Owned,Continent,City,State,CountryRegion,Address Line 1,Address Line 2,Phone,Date First Purchase,Customer Type,Company Name
15017,26016,,"King, Fernando",1958-05-09T00:00:00,S,M,60000,1,0,Bachelors,Professional,No Owner,1,North America,Berkeley,California,United States,942 Brook Street,,507-555-0114,2002-04-19T00:00:00,Person,
15646,26645,,"Richardson, Morgan",1958-08-22T00:00:00,S,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Concord,California,United States,8736 E. 62nd Street,,559-555-0128,2002-12-05T00:00:00,Person,
15647,26646,,"Perry, Jordyn",1958-10-22T00:00:00,S,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Oakland,California,United States,6788 Edward Ave,,331-555-0195,2002-12-19T00:00:00,Person,
15648,26647,,"Simmons, Jasmine",1958-03-28T00:00:00,S,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Santa Cruz,California,United States,7214 Peachwillow,,617-555-0161,2002-12-28T00:00:00,Person,
16579,27578,,"Carter, Courtney",1958-11-08T00:00:00,M,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Lakewood,California,United States,6681 Golf Club Rd.,,172-555-0126,2001-07-17T00:00:00,Person,
17200,28199,,"Jones, Alyssa",1958-05-10T00:00:00,S,F,60000,1,0,Bachelors,Professional,No Owner,1,North America,San Francisco,California,United States,9682 Morello Court,,446-555-0158,2001-10-03T00:00:00,Person,
17201,28200,,"Henderson, Morgan",1958-03-10T00:00:00,M,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Santa Monica,California,United States,8354 Ponderosa Drive,,622-555-0119,2001-10-07T00:00:00,Person,
18142,29141,,"Wang, Suzanne",1962-07-17T00:00:00,S,F,60000,1,0,Bachelors,Professional,No Owner,1,North America,Berkeley,California,United States,9819 Anchor Court,,429-555-0185,2002-01-08T00:00:00,Person,
18143,29142,,"Smith, Ashley",1962-05-24T00:00:00,M,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Burlingame,California,United States,6613 Benton St.,,847-555-0116,2002-01-06T00:00:00,Person,
18144,29143,,"Jenkins, Grace",1962-03-16T00:00:00,S,F,60000,1,0,Bachelors,Professional,No Owner,1,North America,Lakewood,California,United States,3284 Bynum Way,,146-555-0116,2002-01-02T00:00:00,Person,
18171,29170,,"Adams, Alexandra",1958-10-16T00:00:00,S,F,60000,1,0,Bachelors,Professional,No Owner,1,North America,Burlingame,California,United States,3215 Polson Court,,629-555-0159,2002-01-03T00:00:00,Person,
166,11165,,"Alexander, Jocelyn",1973-07-18T00:00:00,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Oakland,California,United States,3376 Bank Way,,354-555-0134,2003-11-26T00:00:00,Person,
924,11923,,"Bryant, Sarah",1979-10-23T00:00:00,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,National City,California,United States,9855 Norse Ct.,,197-555-0118,2003-08-16T00:00:00,Person,
925,11924,,"Long, Ian",1979-10-25T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Novato,California,United States,2389 E Eagle Peak Rd.,,212-555-0171,2002-04-28T00:00:00,Person,
2020,13019,,"Murphy, Destiny",1979-03-01T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,San Carlos,California,United States,2012 Reisling Court,,875-555-0171,2002-07-15T00:00:00,Person,
2985,13984,,"Richardson, Adrian",1979-03-08T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,San Diego,California,United States,3930 Sony Hill Circle,,408-555-0120,2003-06-12T00:00:00,Person,
2986,13985,,"Wood, Alexis",1979-04-24T00:00:00,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Spring Valley,California,United States,8248 N. Ranchford Court,,889-555-0140,2003-10-24T00:00:00,Person,
4428,15427,,"Murphy, Jade",1979-11-18T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,San Diego,California,United States,7444 Margo Drive,,109-555-0190,2002-12-11T00:00:00,Person,
5018,16017,,"Ramirez, Jeremy",1979-05-12T00:00:00,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Novato,California,United States,5479 Glen Court,,468-555-0149,2004-02-01T00:00:00,Person,
5019,16018,,"Henderson, Emma",1979-05-02T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,San Carlos,California,United States,8452 Dewing Avenue,,418-555-0175,2003-08-08T00:00:00,Person,
5753,16752,,"Wright, Mason",1973-02-27T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Torrance,California,United States,1347 Palisade Court,,296-555-0176,2004-02-18T00:00:00,Person,
6359,17358,,"Bell, Sydney",1976-02-26T00:00:00,M,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,West Covina,California,United States,6742 Clover Road,,180-555-0186,2003-12-16T00:00:00,Person,
7345,18344,,"Turner, Caleb",1976-02-21T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Woodland Hills,California,United States,615 Maria Vega Court,,114-555-0168,2004-04-21T00:00:00,Person,
7351,18350,,"Ross, Emma",1973-11-10T00:00:00,M,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,West Covina,California,United States,6957 Corte Poquito,,950-555-0137,2004-04-22T00:00:00,Person,
7360,18359,,"Bryant, Alexandria",1979-03-12T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Newport Beach,California,United States,8817 Cynthia Drive,,142-555-0175,2004-07-14T00:00:00,Person,
7361,18360,,"Li, Eric",1979-09-13T00:00:00,M,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Cruz,California,United States,9555 Mt. Whitney Way,,273-555-0126,2004-04-01T00:00:00,Person,
7775,18774,,"Flores, Justin",1976-06-19T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Woodland Hills,California,United States,6559 Via Rerrari,,191-555-0115,2004-07-29T00:00:00,Person,
7781,18780,,"Carter, Evan",1973-05-09T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Novato,California,United States,419 River Ash Court,,697-555-0113,2004-05-07T00:00:00,Person,
7795,18794,,"Davis, Andrew",1979-03-20T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Long Beach,California,United States,7808 Brown St.,,689-555-0149,2004-05-05T00:00:00,Person,
8656,19655,,"Murphy, Cindy",1976-11-14T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,West Covina,California,United States,5508 Trembath Court,,364-555-0177,2003-11-18T00:00:00,Person,
9297,20296,,"Diaz, Morgan",1973-02-27T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Burlingame,California,United States,2546 Fawn Glen Circle,,416-555-0116,2003-12-01T00:00:00,Person,
9311,20310,,"Ramirez, Timothy",1979-04-04T00:00:00,S,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Long Beach,California,United States,7864 East 88th St.,,592-555-0129,2003-12-21T00:00:00,Person,
9312,20311,,"Bell, Cole",1979-02-11T00:00:00,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Los Angeles,California,United States,9406 Leed Court W.,,549-555-0127,2004-05-20T00:00:00,Person,
10276,21275,,"Cox, Abigail",1979-11-26T00:00:00,M,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Novato,California,United States,8158 Pheasant Court,,255-555-0148,2004-04-18T00:00:00,Person,
12583,23582,,"Simmons, Stephanie",1973-03-23T00:00:00,M,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Redwood City,California,United States,4583 Turning View,,284-555-0125,2004-04-02T00:00:00,Person,
13232,24231,,"Cox, Makayla",1979-10-18T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,San Gabriel,California,United States,30 Rolling Green Circle,,392-555-0143,2004-06-27T00:00:00,Person,
13521,24520,,"Wilson, Joseph",1973-02-22T00:00:00,M,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Burbank,California,United States,1902 Santa Cruz,,119-555-0178,2003-12-30T00:00:00,Person,
14909,25908,,"Long, Melissa",1979-03-23T00:00:00,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Long Beach,California,United States,7855 Waterhigh Street,,520-555-0114,2004-07-29T00:00:00,Person,
14910,25909,,"James, Chase",1979-06-05T00:00:00,M,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,National City,California,United States,5763 Reed Way,,144-555-0188,2001-11-24T00:00:00,Person,
14911,25910,,"Miller, Natalie",1979-09-18T00:00:00,M,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,National City,California,United States,5927 Diokmo Ct.,,117-555-0198,2001-11-28T00:00:00,Person,
15802,26801,,"Washington, Wyatt",1976-07-19T00:00:00,M,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Woodland Hills,California,United States,2279 Pineview Lane,,210-555-0123,2003-01-11T00:00:00,Person,
15806,26805,,"Reed, Alexandria",1973-10-09T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Lemon Grove,California,United States,9593 Singingwood Court,,369-555-0165,2003-01-09T00:00:00,Person,
16918,27917,,"Sanders, Andrea",1973-11-02T00:00:00,S,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Long Beach,California,United States,5405 Glenellen Court,,203-555-0110,2001-08-21T00:00:00,Person,
17168,28167,,"Hughes, Samuel",1961-02-19T00:00:00,S,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Los Angeles,California,United States,1083 W. Hook Road,,463-555-0170,2001-09-25T00:00:00,Person,
735,11734,,"Chen, Omar",1959-08-25T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,No Owner,1,North America,Coronado,California,United States,3181 Hacienda,,938-555-0117,2003-12-23T00:00:00,Person,
737,11736,,"Sanchez, Sebastian",1959-09-25T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,No Owner,1,North America,Fremont,California,United States,7706 California St.,,404-555-0117,2004-04-19T00:00:00,Person,
867,11866,,"Scott, Lucas",1961-07-02T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,No Owner,1,North America,Glendale,California,United States,1218 Woodside Court,,764-555-0119,2003-08-22T00:00:00,Person,
10932,21931,,"Wood, Marcus",1960-09-20T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,No Owner,1,North America,San Francisco,California,United States,8074 Oakmead,,387-555-0136,2004-06-14T00:00:00,Person,
15635,26634,,"Walker, Devin",1960-05-12T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,No Owner,1,North America,Novato,California,United States,9416 Browse Ct,,602-555-0171,2002-12-02T00:00:00,Person,
732,11731,,"Gill, Tanya",1960-08-19T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burlingame,California,United States,8850 Thunderbird Drive,,742-555-0111,2003-09-17T00:00:00,Person,
734,11733,,"Schmidt, Kristi",1959-07-27T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Concord,California,United States,1536 Camino Verde Ct.,,995-555-0114,2004-07-04T00:00:00,Person,
866,11865,,"Rivera, Chloe",1961-02-06T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,National City,California,United States,6282 Mcneil Place,,372-555-0142,2003-08-21T00:00:00,Person,
877,11876,,"White, Madison",1960-11-13T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Oakland,California,United States,27 Athens Circle,,813-555-0171,2003-12-21T00:00:00,Person,
878,11877,,"Diaz, Alexis",1960-10-07T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Newport Beach,California,United States,8541 Summerfield Drive,,409-555-0139,2004-04-07T00:00:00,Person,
2934,13933,,"Richardson, Isabella",1961-06-12T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Torrance,California,United States,7413 Alpine Drive,,910-555-0166,2003-08-30T00:00:00,Person,
2943,13942,,"Long, Seth",1960-04-08T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Downey,California,United States,3761 N. 14th St,,752-555-0163,2003-09-08T00:00:00,Person,
2944,13943,,"Bryant, Kelly",1960-10-03T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Los Angeles,California,United States,9037 Saddlehill Lane,,863-555-0114,2004-03-07T00:00:00,Person,
3628,14627,,"Hill, Isaiah",1961-11-16T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,San Carlos,California,United States,4159 Bayshore Rd.,,401-555-0179,2003-12-31T00:00:00,Person,
3631,14630,,"James, Isaiah",1961-08-07T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Imperial Beach,California,United States,6547 Lexington Road,,168-555-0128,2004-05-05T00:00:00,Person,
3640,14639,,"Howard, Jeremiah",1960-08-24T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Downey,California,United States,1839 Kelly,,805-555-0126,2001-11-15T00:00:00,Person,
3650,14649,,"Cox, Grace",1960-11-24T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Torrance,California,United States,2863 Polk Street,,326-555-0182,2001-12-21T00:00:00,Person,
3653,14652,,"Luo, Russell",1960-12-02T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Beverly Hills,California,United States,2874 Via Del Verdes,,646-555-0172,2001-12-23T00:00:00,Person,
3654,14653,,"Fernandez, Troy",1959-01-07T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Concord,California,United States,5087 Bonita Ave.,,499-555-0155,2002-01-25T00:00:00,Person,
4548,15547,,"Wood, Cassidy",1961-10-06T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Daly City,California,United States,4058 First Ave,,241-555-0163,2003-02-18T00:00:00,Person,
4556,15555,,"Barnes, Hailey",1960-10-23T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Palo Alto,California,United States,71 Westwood Lane,,688-555-0181,2003-03-20T00:00:00,Person,
4558,15557,,"Murphy, Nathaniel",1960-08-14T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Oakland,California,United States,105 Woodruff Ln.,,222-555-0198,2003-03-09T00:00:00,Person,
5127,16126,,"Kelly, Faith",1961-07-17T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Novato,California,United States,879 Panoramic Ave,,170-555-0175,2004-04-01T00:00:00,Person,
5128,16127,,"Edwards, Amanda",1961-03-17T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burlingame,California,United States,8041 Erie Dr.,,600-555-0173,2004-04-16T00:00:00,Person,
5140,16139,,"Alexander, Jacqueline",1960-08-25T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,West Covina,California,United States,3181 Hacienda,,443-555-0198,2004-05-12T00:00:00,Person,
5142,16141,,"Ramirez, Shelby",1960-11-01T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Monica,California,United States,2236 Buena Vista Ave,,942-555-0151,2004-05-02T00:00:00,Person,
6022,17021,,"Reed, Nicole",1961-07-06T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,La Jolla,California,United States,4904 Hillview Drive,,110-555-0150,2003-11-22T00:00:00,Person,
6023,17022,,"Morgan, Karen",1961-04-11T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,San Gabriel,California,United States,7185 Westcliffe Place,,134-555-0150,2003-11-30T00:00:00,Person,
6025,17024,,"Diaz, Jacqueline",1960-11-11T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Lemon Grove,California,United States,9121 Pinnacle Drive,,185-555-0142,2003-11-10T00:00:00,Person,
6030,17029,,"Xu, Suzanne",1960-12-25T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burbank,California,United States,9681 VistaView Way,,739-555-0198,2003-11-28T00:00:00,Person,
6031,17030,,"Russell, Emily",1959-02-25T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Los Angeles,California,United States,2630 Deermeadow Way,,107-555-0193,2003-11-07T00:00:00,Person,
6263,17262,,"Martin, Kristy",1960-10-25T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Bellflower,California,United States,4566 Bermad Drive,,708-555-0182,2003-12-01T00:00:00,Person,
6860,17859,,"Gonzalez, Wyatt",1961-09-22T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Lincoln Acres,California,United States,5435 Jacobsen Street,,947-555-0113,2004-03-17T00:00:00,Person,
6861,17860,,"Diaz, Noah",1961-05-09T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Imperial Beach,California,United States,1931 Eagle Way,,179-555-0125,2004-03-09T00:00:00,Person,
6867,17866,,"Baker, Jack",1960-09-20T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,El Cajon,California,United States,4769 Mt. View Dr.,,112-555-0112,2004-03-14T00:00:00,Person,
7051,18050,,"Cooper, Sara",1961-06-08T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Oakland,California,United States,7443 Sherry Circle,,875-555-0129,2004-03-12T00:00:00,Person,
7053,18052,,"Young, Maria",1961-08-10T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,San Francisco,California,United States,631 Elliott Dr.,,125-555-0197,2004-03-20T00:00:00,Person,
7229,18228,,"Parker, Adam",1960-04-27T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Cruz,California,United States,7154 Broadway,,808-555-0157,2004-04-06T00:00:00,Person,
7230,18229,,"Ward, Gabriella",1959-11-20T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burlingame,California,United States,6749 Quartermaster,,629-555-0116,2004-04-28T00:00:00,Person,
8409,19408,,"Richardson, Taylor",1960-01-21T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Imperial Beach,California,United States,6369 Ellis Street,,545-555-0144,2003-08-24T00:00:00,Person,
8410,19409,,"Allen, Savannah",1960-02-09T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Lincoln Acres,California,United States,7680 Ashwood Dr,,524-555-0149,2003-08-12T00:00:00,Person,
8540,19539,,"Raji, Latoya",1959-09-27T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Colma,California,United States,3384 Malibu Place,,647-555-0135,2003-09-13T00:00:00,Person,
9188,20187,,"King, Robert",1961-09-08T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Spring Valley,California,United States,5102 Sycamore Drive,,371-555-0134,2003-12-18T00:00:00,Person,
9195,20194,,"Campbell, Connor",1960-11-08T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,San Diego,California,United States,5099 Park Lane Circle,,409-555-0134,2003-12-25T00:00:00,Person,
10156,21155,,"Flores, Jeremiah",1960-03-04T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Lincoln Acres,California,United States,7530 Vista Diablo,,177-555-0148,2004-03-12T00:00:00,Person,
10921,21920,,"Bennett, Destiny",1961-02-15T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Lemon Grove,California,United States,9875 Prestwick Court,,566-555-0180,2004-05-27T00:00:00,Person,
10923,21922,,"Ward, Bailey",1961-11-23T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Torrance,California,United States,1796 Hamlet,,643-555-0165,2004-05-09T00:00:00,Person,
10933,21932,,"Kumar, Leonard",1959-12-14T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Colma,California,United States,7127 Los Gatos Court,,129-555-0139,2004-06-19T00:00:00,Person,
11880,22879,,"Russell, Jocelyn",1961-11-20T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Downey,California,United States,9998 Rockne Drive,,377-555-0172,2003-10-16T00:00:00,Person,
11888,22887,,"Richardson, Mason",1960-03-04T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Novato,California,United States,3082 Cowell Rd.,,114-555-0161,2003-10-29T00:00:00,Person,
12383,23382,,"Barnes, Xavier",1961-08-08T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Woodland Hills,California,United States,995 W. 108th Street,,875-555-0140,2004-03-01T00:00:00,Person,
12384,23383,,"Allen, Caleb",1961-06-17T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Chula Vista,California,United States,5973 Willow Pass Road,,987-555-0125,2004-03-08T00:00:00,Person,
12385,23384,,"Wilson, Taylor",1961-02-09T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burlingame,California,United States,5913 Mayette Avenue,,106-555-0111,2004-03-24T00:00:00,Person,
12399,23398,,"Chander, Karl",1960-03-03T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Bellflower,California,United States,3401 Meadow Lane,,261-555-0150,2004-03-21T00:00:00,Person,
12400,23399,,"Pal, Keith",1960-05-26T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Berkeley,California,United States,2528 Fall Creek Road,,193-555-0190,2004-03-01T00:00:00,Person,
13342,24341,,"Jones, Wyatt",1961-12-10T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Coronado,California,United States,6578 Woodhaven Ln.,,663-555-0190,2003-08-28T00:00:00,Person,
13352,24351,,"Yang, Brandon",1960-02-05T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Daly City,California,United States,4697 Mt. Dell,,780-555-0195,2003-10-08T00:00:00,Person,
13354,24353,,"Ramirez, Andrea",1960-05-05T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,San Carlos,California,United States,5054 Quiz Street,,368-555-0147,2003-11-06T00:00:00,Person,
13355,24354,,"Cook, Bailey",1959-06-19T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Cruz,California,United States,6983 Niagara Court,,160-555-0122,2003-11-01T00:00:00,Person,
14086,25085,,"Rogers, Lucas",1961-08-25T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,La Jolla,California,United States,3362 Julpum Loop,,908-555-0168,2003-07-24T00:00:00,Person,
14087,25086,,"Cox, Jasmine",1961-08-26T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Berkeley,California,United States,679 Pepperidge Way,,250-555-0113,2003-07-03T00:00:00,Person,
14089,25088,,"Reed, Victoria",1961-02-10T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Long Beach,California,United States,8957 Maureen Circle,,403-555-0115,2003-07-17T00:00:00,Person,
14093,25092,,"Jackson, Emily",1960-10-16T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Long Beach,California,United States,8994 Richard Ave.,,373-555-0132,2003-07-11T00:00:00,Person,
14100,25099,,"Hayes, Melanie",1960-02-28T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Cruz,California,United States,4475 Longbrook Way,,517-555-0143,2003-08-27T00:00:00,Person,
14997,25996,,"Murphy, Faith",1961-08-15T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,West Covina,California,United States,3818 Landing Drive,,753-555-0119,2002-02-28T00:00:00,Person,
14998,25997,,"Wright, Katherine",1961-11-21T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Mill Valley,California,United States,5180 Northridge Drive,,446-555-0171,2002-03-11T00:00:00,Person,
15005,26004,,"Washington, Arthur",1960-11-08T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Oakland,California,United States,8481 Cloverleaf Circle,,383-555-0171,2002-03-14T00:00:00,Person,
15618,26617,,"Peterson, Isaiah",1960-10-11T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Monica,California,United States,9442 Thors Bay Road,,673-555-0140,2002-12-12T00:00:00,Person,
15619,26618,,"Morris, Amanda",1960-02-18T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Cruz,California,United States,7266 Corcoran Road,,498-555-0189,2002-12-05T00:00:00,Person,
15632,26631,,"Stewart, Isaiah",1960-03-01T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Newport Beach,California,United States,7752 Sunset Meadows Ln.,,765-555-0118,2002-12-11T00:00:00,Person,
15634,26633,,"Ward, Gabrielle",1960-11-08T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Los Angeles,California,United States,5522 Grading Way,,600-555-0158,2002-12-03T00:00:00,Person,
15636,26635,,"Harris, Jasmine",1959-05-14T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Grossmont,California,United States,8224 Georgia Street,,201-555-0134,2002-12-11T00:00:00,Person,
16545,27544,,"Hayes, Marissa",1961-07-19T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Berkeley,California,United States,8275 Tea Lane,,125-555-0155,2003-06-22T00:00:00,Person,
16555,27554,,"West, Jordyn",1960-07-25T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,La Jolla,California,United States,4051 Sun View Terrace,,967-555-0110,2003-06-19T00:00:00,Person,
16556,27555,,"Alexander, Isabella",1960-08-12T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Torrance,California,United States,8714 St. Paul Way,,973-555-0151,2003-06-13T00:00:00,Person,
17163,28162,,"Ward, Bruce",1962-06-11T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Grossmont,California,United States,2186 Claycord Ave.,,213-555-0117,2001-09-17T00:00:00,Person,
17169,28168,,"Ward, Jacqueline",1961-10-10T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Long Beach,California,United States,9104 Melody Drive,,561-555-0115,2001-09-04T00:00:00,Person,
17171,28170,,"Johnson, Isabella",1961-01-21T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Glendale,California,United States,2251 Temple Drive,,941-555-0186,2001-09-18T00:00:00,Person,
17173,28172,,"Moore, Charles",1961-11-27T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burbank,California,United States,4000 Krueger Drive,,799-555-0117,2001-09-03T00:00:00,Person,
17183,28182,,"Turner, Fernando",1960-09-05T00:00:00,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Woodland Hills,California,United States,6242 Cleveland Avenue,,878-555-0125,2001-09-05T00:00:00,Person,
17184,28183,,"Howard, Nicole",1960-07-04T00:00:00,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burbank,California,United States,1060 Mcelroy Court,,963-555-0168,2001-09-07T00:00:00,Person,
